Index,Year,Sport,Gender,Event,Athlete,Medal,City,Country,Team,Code,Birthdate
278,1900,Croquet,M,Croquet Singles (2 Balls),Maurice Vignerot,SILVER,Paris,France,France,FRA,
279,1900,Croquet,M,Croquet Singles (2 Balls),Jacques Sautereau,BRONZE,Paris,France,France,FRA,
280,1900,Cycling,M,Individual Sprint,Albert Taillandier,GOLD,Paris,France,France,FRA,
281,1900,Cycling,M,Individual Sprint,Fernand Sanz,SILVER,Paris,France,France,FRA,
282,1900,Cycling,M,Individual Sprint,John Lake,BRONZE,Paris,France,United States,USA,
283,1900,Cycling,M,Points Race,Enrico Brusoni,GOLD,Paris,France,Italy,ITA,
284,1900,Cycling,M,Points Race,Karl Duill,SILVER,Paris,France,Germany,DEU,
285,1900,Cycling,M,Points Race,Louis Troussellier,BRONZE,Paris,France,France,FRA,
286,1900,Cycling,M,25km Track Race,Louis Bastien,GOLD,Paris,France,France,FRA,
287,1900,Cycling,M,25km Track Race,Louis Hildebrand,SILVER,Paris,France,France,FRA,
288,1900,Cycling,M,25km Track Race,Auguste Daumain,BRONZE,Paris,France,France,FRA,
289,1900,Equestrian,M,Hacks and Hunter combined,Napoléon Murat,GOLD,Paris,France,France,FRA,
290,1900,Equestrian,M,Hacks and Hunter combined,Archenoul,SILVER,Paris,France,France,FRA,
291,1900,Equestrian,M,Hacks and Hunter combined,Marquis de Montesquiou-Fézensac,BRONZE,Paris,France,France,FRA,
292,1900,Equestrian,M,High Jump,Dominique Gardères,GOLD,Paris,France,France,FRA,
293,1900,Equestrian,M,High Jump,Gian Giorgio Trissino,GOLD,Paris,France,Italy,ITA,
294,1900,Equestrian,M,High Jump,Georges van de Poele,BRONZE,Paris,France,Belgium,BEL,
295,1900,Equestrian,M,Jumping Individual,Aimé Haegeman,GOLD,Paris,France,Belgium,BEL,
296,1900,Equestrian,M,Jumping Individual,Georges van de Poele,SILVER,Paris,France,Belgium,BEL,
297,1900,Equestrian,M,Jumping Individual,Louis de Champsavin,BRONZE,Paris,France,France,FRA,
298,1900,Equestrian,M,Long Jump,Constant van Langhendonck,GOLD,Paris,France,Belgium,BEL,
299,1900,Equestrian,M,Long Jump,Gian Giorgio Trissino,SILVER,Paris,France,Italy,ITA,
300,1900,Equestrian,M,Long Jump,Camille de La Forgue de Bellegarde,BRONZE,Paris,France,France,FRA,
301,1900,Equestrian,M,Mail Coach (mixed 4-in-1),Georges Nagelmackers,GOLD,Paris,France,Belgium,BEL,
302,1900,Equestrian,M,Mail Coach (mixed 4-in-1),Léon Thome,SILVER,Paris,France,France,FRA,
303,1900,Equestrian,M,Mail Coach (mixed 4-in-1),Jean Baron de Neuflize,BRONZE,Paris,France,France,FRA,
304,1900,Fencing,M,Foil Individual,Emile Coste,GOLD,Paris,France,France,FRA,
305,1900,Fencing,M,Foil Individual,Henri Masson,SILVER,Paris,France,France,FRA,
306,1900,Fencing,M,Foil Individual,Jacques Boulenger,BRONZE,Paris,France,France,FRA,
307,1900,Fencing,M,Foil Masters,Lucien Mérignac,GOLD,Paris,France,France,FRA,
308,1900,Fencing,M,Foil Masters,Alphonse Kirchhoffer,SILVER,Paris,France,France,FRA,
309,1900,Fencing,M,Foil Masters,Jean-Baptiste Mimiague,BRONZE,Paris,France,France,FRA,
310,1900,Fencing,M,Épée Individual,Ramón Fonst,GOLD,Paris,France,Cuba,CUB,
311,1900,Fencing,M,Épée Individual,Louis Perrée,SILVER,Paris,France,France,FRA,
312,1900,Fencing,M,Épée Individual,Léon Sée,BRONZE,Paris,France,France,FRA,
313,1900,Fencing,M,Épée Masters,Albert Ayat,GOLD,Paris,France,France,FRA,
314,1900,Fencing,M,Épée Masters,Emile Bougnol,SILVER,Paris,France,France,FRA,
315,1900,Fencing,M,Épée Masters,Henri Laurent,BRONZE,Paris,France,France,FRA,
316,1900,Fencing,M,Épée for Amateurs and Masters (Open),Albert Ayat,GOLD,Paris,France,France,FRA,
317,1900,Fencing,M,Épée for Amateurs and Masters (Open),Ramón Fonst,SILVER,Paris,France,Cuba,CUB,
318,1900,Fencing,M,Épée for Amateurs and Masters (Open),Léon Sée,BRONZE,Paris,France,France,FRA,
319,1900,Fencing,M,Sabre Individual,Georges de la Falaise,GOLD,Paris,France,France,FRA,
320,1900,Fencing,M,Sabre Individual,Léon Thiébaut,SILVER,Paris,France,France,FRA,
321,1900,Fencing,M,Sabre Individual,Fritz Flesch,BRONZE,Paris,France,Austria,AUT,
322,1900,Fencing,M,Sabre Masters,Antonio Conte,GOLD,Paris,France,Italy,ITA,
323,1900,Fencing,M,Sabre Masters,Italo Santelli,SILVER,Paris,France,Italy,ITA,
324,1900,Fencing,M,Sabre Masters,Milan Neralic,BRONZE,Paris,France,Austria,AUT,
325,1900,Football,M,Team Soccer,"Walter John ""Jack"" Zealley",GOLD,Paris,France,Great Britain,GBR,
326,1900,Football,M,Team Soccer,Arthur Turner,GOLD,Paris,France,Great Britain,GBR,
327,1900,Football,M,Team Soccer,William Gosling,GOLD,Paris,France,Great Britain,GBR,
328,1900,Football,M,Team Soccer,Henry Haslam,GOLD,Paris,France,Great Britain,GBR,
329,1900,Football,M,Team Soccer,James H Jones,GOLD,Paris,France,Great Britain,GBR,
330,1900,Football,M,Team Soccer,John Nicholas,GOLD,Paris,France,Great Britain,GBR,
331,1900,Football,M,Team Soccer,Bill Quash,GOLD,Paris,France,Great Britain,GBR,
332,1900,Football,M,Team Soccer,Fred G Spackman,GOLD,Paris,France,Great Britain,GBR,
333,1900,Football,M,Team Soccer,Alfred Chalk,GOLD,Paris,France,Great Britain,GBR,
334,1900,Football,M,Team Soccer,Claude Buckenham,GOLD,Paris,France,Great Britain,GBR,
335,1900,Football,M,Team Soccer,Tom Eustace Burridge,GOLD,Paris,France,Great Britain,GBR,
336,1900,Football,M,Team Soccer,Fernand Canelle,SILVER,Paris,France,France,FRA,
337,1900,Football,M,Team Soccer,Pierre Allemane,SILVER,Paris,France,France,FRA,
338,1900,Football,M,Team Soccer,Louis Bach,SILVER,Paris,France,France,FRA,
339,1900,Football,M,Team Soccer,Alfred Bloch,SILVER,Paris,France,France,FRA,
340,1900,Football,M,Team Soccer,Maurice Macaire,SILVER,Paris,France,France,FRA,
341,1900,Football,M,Team Soccer,Marcel Lambert,SILVER,Paris,France,France,FRA,
342,1900,Football,M,Team Soccer,Lucien Huteau,SILVER,Paris,France,France,FRA,
343,1900,Football,M,Team Soccer,R Duparc,SILVER,Paris,France,France,FRA,
344,1900,Football,M,Team Soccer,Eugène Fraysse,SILVER,Paris,France,France,FRA,
345,1900,Football,M,Team Soccer,Virgile Gaillard,SILVER,Paris,France,France,FRA,
346,1900,Football,M,Team Soccer,Rene Grandjean,SILVER,Paris,France,France,FRA,
347,1900,Football,M,Team Soccer,George Garnier,SILVER,Paris,France,France,FRA,
348,1900,Football,M,Team Soccer,Gaston Peltier,SILVER,Paris,France,France,FRA,
349,1900,Football,M,Team Soccer,Georges Pelgrims,BRONZE,Paris,France,Belgium,BEL,
350,1900,Football,M,Team Soccer,Alphonse Renier,BRONZE,Paris,France,Belgium,BEL,
351,1900,Football,M,Team Soccer,Emile Spanoghe,BRONZE,Paris,France,Belgium,BEL,
352,1900,Football,M,Team Soccer,Eric Thornton,BRONZE,Paris,France,Great Britain,GBR,
353,1900,Football,M,Team Soccer,Henrik van Heuckelum,BRONZE,Paris,France,Belgium,BEL,
354,1900,Football,M,Team Soccer,C van Hoorden,BRONZE,Paris,France,Belgium,BEL,
355,1900,Football,M,Team Soccer,Albert Delbecque,BRONZE,Paris,France,Belgium,BEL,
356,1900,Football,M,Team Soccer,Ernest Moreau de Melen,BRONZE,Paris,France,Belgium,BEL,
357,1900,Football,M,Team Soccer,Raul Kelcone,BRONZE,Paris,France,Belgium,BEL,
358,1900,Football,M,Team Soccer,Marcel Leboutte,BRONZE,Paris,France,Belgium,BEL,
359,1900,Football,M,Team Soccer,Léon Londot,BRONZE,Paris,France,Belgium,BEL,
360,1900,Golf,M,Individual Men,Charles Sands,GOLD,Paris,France,United States,USA,
361,1900,Golf,M,Individual Men,Walter Rutherford,SILVER,Paris,France,Great Britain,GBR,
362,1900,Golf,M,Individual Men,David Robertson,BRONZE,Paris,France,Great Britain,GBR,
363,1900,Golf,F,Individual Women,Margaret Abbott,GOLD,Paris,France,United States,USA,
364,1900,Golf,F,Individual Women,Polly Whittier,SILVER,Paris,France,United States,USA,
365,1900,Golf,F,Individual Women,Daria Pratt,BRONZE,Paris,France,United States,USA,
366,1900,Gymnastics,M,Individual All-around,Gustave Sandras,GOLD,Paris,France,France,FRA,
367,1900,Gymnastics,M,Individual All-around,Noël Bas,SILVER,Paris,France,France,FRA,
368,1900,Gymnastics,M,Individual All-around,Lucien Démanet,BRONZE,Paris,France,France,FRA,
369,1900,Basque Pelota,M,2-man Teams with Cesta,Amezola,GOLD,Paris,France,Spain,ESP,
370,1900,Basque Pelota,M,2-man Teams with Cesta,Villota,GOLD,Paris,France,Spain,ESP,
371,1900,Polo,M,Polo,John Beresford,GOLD,Paris,France,Great Britain,GBR,
372,1900,Polo,M,Polo,Denis Daly,GOLD,Paris,France,Great Britain,GBR,
373,1900,Polo,M,Polo,Foxhall Keene,GOLD,Paris,France,United States,USA,
374,1900,Polo,M,Polo,Frank MacKey,GOLD,Paris,France,United States,USA,
375,1900,Polo,M,Polo,Alfred Rawlinson,GOLD,Paris,France,Great Britain,GBR,
376,1900,Polo,M,Polo,Walter McCreery,SILVER,Paris,France,United States,USA,
377,1900,Polo,M,Polo,Walter Buckmaster,SILVER,Paris,France,Great Britain,GBR,
378,1900,Polo,M,Polo,Jean de Madre,SILVER,Paris,France,France,FRA,
379,1900,Polo,M,Polo,Frederick Freake,SILVER,Paris,France,Great Britain,GBR,
380,1900,Polo,M,Polo,Frederick Gill,BRONZE,Paris,France,Great Britain,GBR,
381,1900,Polo,M,Polo,Robert Fournier-Sarloveze,BRONZE,Paris,France,France,FRA,
382,1900,Polo,M,Polo,Edouard Baron de Rothschild,BRONZE,Paris,France,France,FRA,
383,1900,Polo,M,Polo,Maurice Raoul-Duval,BRONZE,Paris,France,France,FRA,
384,1900,Polo,M,Polo,Eustaquio de Escandón,BRONZE,Paris,France,Mexico,MEX,
385,1900,Polo,M,Polo,Manuel de Escandón,BRONZE,Paris,France,Mexico,MEX,
386,1900,Polo,M,Polo,Pablo de Escandón,BRONZE,Paris,France,Mexico,MEX,
387,1900,Polo,M,Polo,Guillermo Wright,BRONZE,Paris,France,Mexico,MEX,
388,1900,Rowing,M,Single Sculls,Henri Barrelet,GOLD,Paris,France,France,FRA,
389,1900,Rowing,M,Single Sculls,André Gaudin,SILVER,Paris,France,France,FRA,
390,1900,Rowing,M,Single Sculls,St. George Ashe,BRONZE,Paris,France,Great Britain,GBR,
391,1900,Rowing,M,Coxed Pairs,Hermanus Brockmann,GOLD,Paris,France,Netherlands,NLD,
392,1900,Rowing,M,Coxed Pairs,Françoise Brandt,GOLD,Paris,France,Netherlands,NLD,
393,1900,Rowing,M,Coxed Pairs,Roelof Klein,GOLD,Paris,France,Netherlands,NLD,
394,1900,Rowing,M,Coxed Pairs,Louis Martinet,SILVER,Paris,France,France,FRA,
395,1900,Rowing,M,Coxed Pairs,René Waleff,SILVER,Paris,France,France,FRA,
396,1900,Rowing,M,Coxed Pairs,Erneste Védrenne,BRONZE,Paris,France,France,FRA,
397,1900,Rowing,M,Coxed Pairs,Raoul Paoli,BRONZE,Paris,France,France,FRA,
398,1900,Rowing,M,Coxed Pairs,Carlos Deltour,BRONZE,Paris,France,France,FRA,
399,1900,Rowing,M,Coxed Fours,Emile Delchambre,GOLD,Paris,France,France,FRA,
400,1900,Rowing,M,Coxed Fours,Charlot,GOLD,Paris,France,France,FRA,
401,1900,Rowing,M,Coxed Fours,Jean Cau,GOLD,Paris,France,France,FRA,
402,1900,Rowing,M,Coxed Fours,Henri Bouckaert,GOLD,Paris,France,France,FRA,
403,1900,Rowing,M,Coxed Fours,Henri Hazebroucq,GOLD,Paris,France,France,FRA,
404,1900,Rowing,M,Coxed Fours,Walther Katzenstein,GOLD,Paris,France,Germany,DEU,
405,1900,Rowing,M,Coxed Fours,Carl Goßler,GOLD,Paris,France,Germany,DEU,
406,1900,Rowing,M,Coxed Fours,Gustav Goßler,GOLD,Paris,France,Germany,DEU,
407,1900,Rowing,M,Coxed Fours,Oscar Goßler,GOLD,Paris,France,Germany,DEU,
408,1900,Rowing,M,Coxed Fours,Waldemar Tietgens,GOLD,Paris,France,Germany,DEU,
409,1900,Rowing,M,Coxed Fours,Georges Lumpp,SILVER,Paris,France,France,FRA,
410,1900,Rowing,M,Coxed Fours,Charles Perrin,SILVER,Paris,France,France,FRA,
411,1900,Rowing,M,Coxed Fours,Daniel Soubeyran,SILVER,Paris,France,France,FRA,
412,1900,Rowing,M,Coxed Fours,Emile Wegelin,SILVER,Paris,France,France,FRA,
413,1900,Rowing,M,Coxed Fours,Coenraad Hiebendaal,SILVER,Paris,France,Netherlands,NLD,
414,1900,Rowing,M,Coxed Fours,Hermanus Brockmann,SILVER,Paris,France,Netherlands,NLD,
415,1900,Rowing,M,Coxed Fours,Gerhard Lotsy,SILVER,Paris,France,Netherlands,NLD,
416,1900,Rowing,M,Coxed Fours,Paulus Lotsy,SILVER,Paris,France,Netherlands,NLD,
417,1900,Rowing,M,Coxed Fours,Johannes Terwogt,SILVER,Paris,France,Netherlands,NLD,
418,1900,Rowing,M,Coxed Fours,Max Ammermann,BRONZE,Paris,France,Germany,DEU,
419,1900,Rowing,M,Coxed Fours,Wilhelm Carstens,BRONZE,Paris,France,Germany,DEU,
420,1900,Rowing,M,Coxed Fours,Julius Körner,BRONZE,Paris,France,Germany,DEU,
421,1900,Rowing,M,Coxed Fours,Adolf Möller,BRONZE,Paris,France,Germany,DEU,
422,1900,Rowing,M,Coxed Fours,Hugo Rüster,BRONZE,Paris,France,Germany,DEU,
423,1900,Rowing,M,Coxed Fours,Hermann Wilker,BRONZE,Paris,France,Germany,DEU,
424,1900,Rowing,M,Coxed Fours,Ernst Felle,BRONZE,Paris,France,Germany,DEU,
425,1900,Rowing,M,Coxed Fours,Otto Fickeisen,BRONZE,Paris,France,Germany,DEU,
426,1900,Rowing,M,Coxed Fours,Carl Lehle,BRONZE,Paris,France,Germany,DEU,
427,1900,Rowing,M,Coxed Fours,Franz Kröwerath,BRONZE,Paris,France,Germany,DEU,
428,1900,Rowing,M,Coxed Fours,Gustav-Adolf Moths,BRONZE,Paris,France,Germany,DEU,
429,1900,Rowing,M,Coxed Eights,James Juvenal,GOLD,Paris,France,United States,USA,
430,1900,Rowing,M,Coxed Eights,Louis Abell,GOLD,Paris,France,United States,USA,
431,1900,Rowing,M,Coxed Eights,William Carr,GOLD,Paris,France,United States,USA,
432,1900,Rowing,M,Coxed Eights,John Exley,GOLD,Paris,France,United States,USA,
433,1900,Rowing,M,Coxed Eights,Harry DeBaecke,GOLD,Paris,France,United States,USA,
434,1900,Rowing,M,Coxed Eights,Roscoe Lockwood,GOLD,Paris,France,United States,USA,
435,1900,Rowing,M,Coxed Eights,Edward Marsh,GOLD,Paris,France,United States,USA,
436,1900,Rowing,M,Coxed Eights,John Geiger,GOLD,Paris,France,United States,USA,
437,1900,Rowing,M,Coxed Eights,Edward Hedley,GOLD,Paris,France,United States,USA,
438,1900,Rowing,M,Coxed Eights,Frank Odberg,SILVER,Paris,France,Belgium,BEL,
439,1900,Rowing,M,Coxed Eights,Marcel Lucien van Crombrugge,SILVER,Paris,France,Belgium,BEL,
440,1900,Rowing,M,Coxed Eights,Alfred Van Landeghem,SILVER,Paris,France,Belgium,BEL,
441,1900,Rowing,M,Coxed Eights,Maurice Hemelsoet,SILVER,Paris,France,Belgium,BEL,
442,1900,Rowing,M,Coxed Eights,Oscar Charles de Somville,SILVER,Paris,France,Belgium,BEL,
443,1900,Rowing,M,Coxed Eights,Jules De Bisschop,SILVER,Paris,France,Belgium,BEL,
444,1900,Rowing,M,Coxed Eights,Oscar De Cock,SILVER,Paris,France,Belgium,BEL,
445,1900,Rowing,M,Coxed Eights,Prospère Bruggeman,SILVER,Paris,France,Belgium,BEL,
446,1900,Rowing,M,Coxed Eights,Maurice Verdonck,SILVER,Paris,France,Belgium,BEL,
447,1900,Rowing,M,Coxed Eights,Walter Thijssen,BRONZE,Paris,France,Netherlands,NLD,
448,1900,Rowing,M,Coxed Eights,Henrikus Tromp,BRONZE,Paris,France,Netherlands,NLD,
449,1900,Rowing,M,Coxed Eights,Walter Middelberg,BRONZE,Paris,France,Netherlands,NLD,
450,1900,Rowing,M,Coxed Eights,Hendrik Offerhaus,BRONZE,Paris,France,Netherlands,NLD,
451,1900,Rowing,M,Coxed Eights,Hermanus Brockmann,BRONZE,Paris,France,Netherlands,NLD,
452,1900,Rowing,M,Coxed Eights,Françoise Brandt,BRONZE,Paris,France,Netherlands,NLD,
453,1900,Rowing,M,Coxed Eights,Roelof Klein,BRONZE,Paris,France,Netherlands,NLD,
454,1900,Rowing,M,Coxed Eights,Ruud Leegstra,BRONZE,Paris,France,Netherlands,NLD,
455,1900,Rowing,M,Coxed Eights,Johannes van Dijk,BRONZE,Paris,France,Netherlands,NLD,
456,1900,Rugby,M,Rugby,Emile Sarrade,GOLD,Paris,France,France,FRA,
457,1900,Rugby,M,Rugby,Joseph Olivier,GOLD,Paris,France,France,FRA,
458,1900,Rugby,M,Rugby,Albert Roosevelt,GOLD,Paris,France,France,FRA,
459,1900,Rugby,M,Rugby,Frantz Reichel,GOLD,Paris,France,France,FRA,
460,1900,Rugby,M,Rugby,André Rischmann,GOLD,Paris,France,France,FRA,
461,1900,Rugby,M,Rugby,Alexandre Pharamond,GOLD,Paris,France,France,FRA,
462,1900,Rugby,M,Rugby,Hubert Lefebvre,GOLD,Paris,France,France,FRA,
463,1900,Rugby,M,Rugby,Victor Larchandet,GOLD,Paris,France,France,FRA,
464,1900,Rugby,M,Rugby,Jean-Guy Gautier,GOLD,Paris,France,France,FRA,
465,1900,Rugby,M,Rugby,Auguste Giroux,GOLD,Paris,France,France,FRA,
466,1900,Rugby,M,Rugby,Constantin Henriquez,GOLD,Paris,France,France,FRA,
467,1900,Rugby,M,Rugby,Jean Hervé,GOLD,Paris,France,France,FRA,
468,1900,Rugby,M,Rugby,Charles Gondouin,GOLD,Paris,France,France,FRA,
469,1900,Rugby,M,Rugby,Jean Binoche,GOLD,Paris,France,France,FRA,
470,1900,Rugby,M,Rugby,Vladimir Aïtoff,GOLD,Paris,France,France,FRA,
471,1900,Rugby,M,Rugby,Albert Amrhein,GOLD,Paris,France,France,FRA,
472,1900,Rugby,M,Rugby,Jean Collas,GOLD,Paris,France,France,FRA,
473,1900,Rugby,M,Rugby,Arnold Landvoigt,SILVER,Paris,France,Germany,DEU,
474,1900,Rugby,M,Rugby,Hans Latscha,SILVER,Paris,France,Germany,DEU,
475,1900,Rugby,M,Rugby,Hermann Kreuzer,SILVER,Paris,France,Germany,DEU,
476,1900,Rugby,M,Rugby,Erich Ludwig,SILVER,Paris,France,Germany,DEU,
477,1900,Rugby,M,Rugby,Richard Ludwig,SILVER,Paris,France,Germany,DEU,
478,1900,Rugby,M,Rugby,Fritz Müller,SILVER,Paris,France,Germany,DEU,
479,1900,Rugby,M,Rugby,Adolf Stockhausen,SILVER,Paris,France,Germany,DEU,
480,1900,Rugby,M,Rugby,August Schmierer,SILVER,Paris,France,Germany,DEU,
481,1900,Rugby,M,Rugby,Eduard Poppe,SILVER,Paris,France,Germany,DEU,
482,1900,Rugby,M,Rugby,Heinrich Reitz,SILVER,Paris,France,Germany,DEU,
483,1900,Rugby,M,Rugby,Albert Amrhein,SILVER,Paris,France,Germany,DEU,
484,1900,Rugby,M,Rugby,Hugo Betting,SILVER,Paris,France,Germany,DEU,
485,1900,Rugby,M,Rugby,Jacob Herrmann,SILVER,Paris,France,Germany,DEU,
486,1900,Rugby,M,Rugby,Willy Hofmeister,SILVER,Paris,France,Germany,DEU,
487,1900,Rugby,M,Rugby,Georg Wenderoth,SILVER,Paris,France,Germany,DEU,
488,1900,Rugby,M,Rugby,F C Baylis,BRONZE,Paris,France,Great Britain,GBR,
489,1900,Rugby,M,Rugby,Henry Birtles,BRONZE,Paris,France,Great Britain,GBR,
490,1900,Rugby,M,Rugby,James Cantion,BRONZE,Paris,France,Great Britain,GBR,
491,1900,Rugby,M,Rugby,Clement P Deykin,BRONZE,Paris,France,Great Britain,GBR,
492,1900,Rugby,M,Rugby,Arthur Darby,BRONZE,Paris,France,Great Britain,GBR,
493,1900,Rugby,M,Rugby,M W Talbott,BRONZE,Paris,France,Great Britain,GBR,
494,1900,Rugby,M,Rugby,V Smith,BRONZE,Paris,France,Great Britain,GBR,
495,1900,Rugby,M,Rugby,Herbert S Nicol,BRONZE,Paris,France,Great Britain,GBR,
496,1900,Rugby,M,Rugby,M L Logan,BRONZE,Paris,France,Great Britain,GBR,
497,1900,Rugby,M,Rugby,Herbert A Loveitt,BRONZE,Paris,France,Great Britain,GBR,
498,1900,Rugby,M,Rugby,L Hood,BRONZE,Paris,France,Great Britain,GBR,
499,1900,Rugby,M,Rugby,Claude Whittindale,BRONZE,Paris,France,Great Britain,GBR,
500,1900,Rugby,M,Rugby,Raymond Whittindale,BRONZE,Paris,France,Great Britain,GBR,
501,1900,Rugby,M,Rugby,Joseph G Wallis,BRONZE,Paris,France,Great Britain,GBR,
502,1900,Rugby,M,Rugby,Frank H Wilson,BRONZE,Paris,France,Great Britain,GBR,
503,1900,Sailing,M,Open Class,John Gretton,GOLD,Paris,France,Great Britain,GBR,
504,1900,Sailing,M,Open Class,Linton Hope,GOLD,Paris,France,Great Britain,GBR,
505,1900,Sailing,M,Open Class,Algernon Maudslay,GOLD,Paris,France,Great Britain,GBR,
506,1900,Sailing,M,Open Class,Lorne Currie,GOLD,Paris,France,Great Britain,GBR,
507,1900,Sailing,M,Open Class,Heinrich Peters,SILVER,Paris,France,Germany,DEU,
508,1900,Sailing,M,Open Class,Georg Naue,SILVER,Paris,France,Germany,DEU,
509,1900,Sailing,M,Open Class,Arthur Bloomfeld,SILVER,Paris,France,Germany,DEU,
510,1900,Sailing,M,Open Class,Ottokar Weise,SILVER,Paris,France,Germany,DEU,
511,1900,Sailing,M,Open Class,Paul Martin Wiesner,SILVER,Paris,France,Germany,DEU,
512,1900,Sailing,M,Open Class,Camille Émile Gaston Michelet,BRONZE,Paris,France,France,FRA,
513,1900,Sailing,M,½ Ton Class - Race 1,Pierre Gervais,GOLD,Paris,France,France,FRA,
514,1900,Sailing,M,½ Ton Class - Race 1,Robert Linzeler,SILVER,Paris,France,France,FRA,
515,1900,Sailing,M,½ Ton Class - Race 1,Texier,SILVER,Paris,France,France,FRA,
516,1900,Sailing,M,½ Ton Class - Race 1,Texier II,SILVER,Paris,France,France,FRA,
517,1900,Sailing,M,½ Ton Class - Race 1,Jean-Baptiste Charcot,SILVER,Paris,France,France,FRA,
518,1900,Sailing,M,½ Ton Class - Race 1,Henri Monnot,BRONZE,Paris,France,France,FRA,
519,1900,Sailing,M,½ Ton Class - Race 1,Gaston Cailleux,BRONZE,Paris,France,France,FRA,
520,1900,Sailing,M,½ Ton Class - Race 1,Léon Tellier,BRONZE,Paris,France,France,FRA,
521,1900,Sailing,M,½ Ton Class - Race 2,Émile Sacré,GOLD,Paris,France,France,FRA,
522,1900,Sailing,M,½ Ton Class - Race 2,Robert Linzeler,SILVER,Paris,France,France,FRA,
523,1900,Sailing,M,½ Ton Class - Race 2,Texier I,SILVER,Paris,France,France,FRA,
524,1900,Sailing,M,½ Ton Class - Race 2,Texier II,SILVER,Paris,France,France,FRA,
525,1900,Sailing,M,½ Ton Class - Race 2,Jean-Baptiste Charcot,SILVER,Paris,France,France,FRA,
526,1900,Sailing,M,½ Ton Class - Race 2,Pierre Gervais,BRONZE,Paris,France,France,FRA,
527,1900,Sailing,M,½-1 Ton Class - I,Louis Auguste-Dormeuil,GOLD,Paris,France,France,FRA,
528,1900,Sailing,M,½-1 Ton Class - I,Marcel Meran,SILVER,Paris,France,France,FRA,
529,1900,Sailing,M,½-1 Ton Class - I,Émile Michelet,SILVER,Paris,France,France,FRA,
530,1900,Sailing,M,½-1 Ton Class - I,Marcel Meran,BRONZE,Paris,France,France,FRA,
531,1900,Sailing,M,½-1 Ton Class - I,E Michelet,BRONZE,Paris,France,France,FRA,
532,1900,Sailing,M,½-1 Ton Class - II,Algernon Maudslay,GOLD,Paris,France,Great Britain,GBR,
533,1900,Sailing,M,½-1 Ton Class - II,John Gretton,GOLD,Paris,France,Great Britain,GBR,
534,1900,Sailing,M,½-1 Ton Class - II,Lorne Currie,GOLD,Paris,France,Great Britain,GBR,
535,1900,Sailing,M,½-1 Ton Class - II,Linton Hope,GOLD,Paris,France,Great Britain,GBR,
536,1900,Sailing,M,½-1 Ton Class - II,William Martin,SILVER,Paris,France,France,FRA,
537,1900,Sailing,M,½-1 Ton Class - II,Jean Le Bret,SILVER,Paris,France,France,FRA,
