Index,Year,Sport,Gender,Event,Athlete,Medal,City,Country,Team,Code,Birthdate
5410,1924,Shooting,M,25m Rapid-Fire Pistol,Lennart Hannelius,BRONZE,Paris,France,Finland,FIN,
5411,1924,Shooting,M,50m Small-Bore Rifle Prone,Pierre Coquelin de Lisle,GOLD,Paris,France,France,FRA,
5412,1924,Shooting,M,50m Small-Bore Rifle Prone,Marcus Dinwiddie,SILVER,Paris,France,United States,USA,
5413,1924,Shooting,M,50m Small-Bore Rifle Prone,Josias Hartmann,BRONZE,Paris,France,Switzerland,CHE,
5414,1924,Shooting,M,100m Running Deer Single Shot,John Boles,GOLD,Paris,France,United States,USA,
5415,1924,Shooting,M,100m Running Deer Single Shot,Cyril Mackworth-Praed,SILVER,Paris,France,Great Britain,GBR,
5416,1924,Shooting,M,100m Running Deer Single Shot,Otto Olsen,BRONZE,Paris,France,Norway,NOR,
5417,1924,Shooting,M,100m Running Deer Single Shot Team,Otto Olsen,GOLD,Paris,France,Norway,NOR,
5418,1924,Shooting,M,100m Running Deer Single Shot Team,Harald Natvig,GOLD,Paris,France,Norway,NOR,
5419,1924,Shooting,M,100m Running Deer Single Shot Team,Einar Liberg,GOLD,Paris,France,Norway,NOR,
5420,1924,Shooting,M,100m Running Deer Single Shot Team,Ole Lilloe-Olsen,GOLD,Paris,France,Norway,NOR,
5421,1924,Shooting,M,100m Running Deer Single Shot Team,Frederic Landelius,SILVER,Paris,France,Sweden,SWE,
5422,1924,Shooting,M,100m Running Deer Single Shot Team,Mauritz Johansson,SILVER,Paris,France,Sweden,SWE,
5423,1924,Shooting,M,100m Running Deer Single Shot Team,Alf Swahn,SILVER,Paris,France,Sweden,SWE,
5424,1924,Shooting,M,100m Running Deer Single Shot Team,Otto Hultberg,SILVER,Paris,France,Sweden,SWE,
5425,1924,Shooting,M,100m Running Deer Single Shot Team,John Boles,BRONZE,Paris,France,United States,USA,
5426,1924,Shooting,M,100m Running Deer Single Shot Team,Raymond Coulter,BRONZE,Paris,France,United States,USA,
5427,1924,Shooting,M,100m Running Deer Single Shot Team,Dennis Fenton,BRONZE,Paris,France,United States,USA,
5428,1924,Shooting,M,100m Running Deer Single Shot Team,Walter Stokes,BRONZE,Paris,France,United States,USA,
5429,1924,Shooting,M,100m Running Deer Double Shot,Ole Lilloe-Olsen,GOLD,Paris,France,Norway,NOR,
5430,1924,Shooting,M,100m Running Deer Double Shot,Cyril Mackworth-Praed,SILVER,Paris,France,Great Britain,GBR,
5431,1924,Shooting,M,100m Running Deer Double Shot,Alf Swahn,BRONZE,Paris,France,Sweden,SWE,
5432,1924,Shooting,M,100m Running Deer Double Shot Team,Cyril Mackworth-Praed,GOLD,Paris,France,Great Britain,GBR,
5433,1924,Shooting,M,100m Running Deer Double Shot Team,Herbert Perry,GOLD,Paris,France,Great Britain,GBR,
5434,1924,Shooting,M,100m Running Deer Double Shot Team,Allen Whitty,GOLD,Paris,France,Great Britain,GBR,
5435,1924,Shooting,M,100m Running Deer Double Shot Team,Philip Neame,GOLD,Paris,France,Great Britain,GBR,
5436,1924,Shooting,M,100m Running Deer Double Shot Team,Ole Lilloe-Olsen,SILVER,Paris,France,Norway,NOR,
5437,1924,Shooting,M,100m Running Deer Double Shot Team,Einar Liberg,SILVER,Paris,France,Norway,NOR,
5438,1924,Shooting,M,100m Running Deer Double Shot Team,Harald Natvig,SILVER,Paris,France,Norway,NOR,
5439,1924,Shooting,M,100m Running Deer Double Shot Team,Otto Olsen,SILVER,Paris,France,Norway,NOR,
5440,1924,Shooting,M,100m Running Deer Double Shot Team,Alf Swahn,BRONZE,Paris,France,Sweden,SWE,
5441,1924,Shooting,M,100m Running Deer Double Shot Team,Mauritz Johansson,BRONZE,Paris,France,Sweden,SWE,
5442,1924,Shooting,M,100m Running Deer Double Shot Team,Frederic Landelius,BRONZE,Paris,France,Sweden,SWE,
5443,1924,Shooting,M,100m Running Deer Double Shot Team,Axel Ekblom,BRONZE,Paris,France,Sweden,SWE,
5444,1924,Shooting,M,400m 600m 800m Free Rifle Teams,Sidney Hinds,GOLD,Paris,France,United States,USA,
5445,1924,Shooting,M,400m 600m 800m Free Rifle Teams,Morris Fisher,GOLD,Paris,France,United States,USA,
5446,1924,Shooting,M,400m 600m 800m Free Rifle Teams,Joseph Crockett,GOLD,Paris,France,United States,USA,
5447,1924,Shooting,M,400m 600m 800m Free Rifle Teams,Raymond Coulter,GOLD,Paris,France,United States,USA,
5448,1924,Shooting,M,400m 600m 800m Free Rifle Teams,Walter Stokes,GOLD,Paris,France,United States,USA,
5449,1924,Shooting,M,400m 600m 800m Free Rifle Teams,Albert Courquin,SILVER,Paris,France,France,FRA,
5450,1924,Shooting,M,400m 600m 800m Free Rifle Teams,Paul Colas,SILVER,Paris,France,France,FRA,
5451,1924,Shooting,M,400m 600m 800m Free Rifle Teams,Pierre Hardy,SILVER,Paris,France,France,FRA,
5452,1924,Shooting,M,400m 600m 800m Free Rifle Teams,Georges Roes,SILVER,Paris,France,France,FRA,
5453,1924,Shooting,M,400m 600m 800m Free Rifle Teams,Emile Rumeau,SILVER,Paris,France,France,FRA,
5454,1924,Shooting,M,400m 600m 800m Free Rifle Teams,Ludovic Augustin,BRONZE,Paris,France,Haiti,HTI,
5455,1924,Shooting,M,400m 600m 800m Free Rifle Teams,Destin Destine,BRONZE,Paris,France,Haiti,HTI,
5456,1924,Shooting,M,400m 600m 800m Free Rifle Teams,Eloi Metullus,BRONZE,Paris,France,Haiti,HTI,
5457,1924,Shooting,M,400m 600m 800m Free Rifle Teams,Astrel Rolland,BRONZE,Paris,France,Haiti,HTI,
5458,1924,Shooting,M,400m 600m 800m Free Rifle Teams,Ludovic Valborge,BRONZE,Paris,France,Haiti,HTI,
5459,1924,Shooting,M,600m Free Rifle Prone,Morris Fisher,GOLD,Paris,France,United States,USA,
5460,1924,Shooting,M,600m Free Rifle Prone,Carl Osburn,SILVER,Paris,France,United States,USA,
5461,1924,Shooting,M,600m Free Rifle Prone,Niels Larsen,BRONZE,Paris,France,Denmark,DNK,
5462,1924,Shooting,M,Trap,Gyula Halasy,GOLD,Paris,France,Hungary,HUN,
5463,1924,Shooting,M,Trap,Konrad Huber,SILVER,Paris,France,Finland,FIN,
5464,1924,Shooting,M,Trap,Frank Hughes,BRONZE,Paris,France,United States,USA,
5465,1924,Shooting,M,Team Trap,William Silkworth,GOLD,Paris,France,United States,USA,
5466,1924,Shooting,M,Team Trap,Fred Etchen,GOLD,Paris,France,United States,USA,
5467,1924,Shooting,M,Team Trap,Frank Hughes,GOLD,Paris,France,United States,USA,
5468,1924,Shooting,M,Team Trap,Samuel Sharman,GOLD,Paris,France,United States,USA,
5469,1924,Shooting,M,Team Trap,John Noel,GOLD,Paris,France,United States,USA,
5470,1924,Shooting,M,Team Trap,Clarence Platt,GOLD,Paris,France,United States,USA,
5471,1924,Shooting,M,Team Trap,George Beattie,SILVER,Paris,France,Canada,CAN,
5472,1924,Shooting,M,Team Trap,John Black,SILVER,Paris,France,Canada,CAN,
5473,1924,Shooting,M,Team Trap,Samuel Vance,SILVER,Paris,France,Canada,CAN,
5474,1924,Shooting,M,Team Trap,Robert Montgomery,SILVER,Paris,France,Canada,CAN,
5475,1924,Shooting,M,Team Trap,William Barnes,SILVER,Paris,France,Canada,CAN,
5476,1924,Shooting,M,Team Trap,Samuel Newton,SILVER,Paris,France,Canada,CAN,
5477,1924,Shooting,M,Team Trap,Konrad Huber,BRONZE,Paris,France,Finland,FIN,
5478,1924,Shooting,M,Team Trap,Robert Huber,BRONZE,Paris,France,Finland,FIN,
5479,1924,Shooting,M,Team Trap,Werner Ekman,BRONZE,Paris,France,Finland,FIN,
5480,1924,Shooting,M,Team Trap,Toivo Tikkanen,BRONZE,Paris,France,Finland,FIN,
5481,1924,Shooting,M,Team Trap,Georg Nordblad,BRONZE,Paris,France,Finland,FIN,
5482,1924,Shooting,M,Team Trap,Magnus Wegelius,BRONZE,Paris,France,Finland,FIN,
5502,1924,Swimming,M,100m Freestyle,Johnny Weissmuller,GOLD,Paris,France,United States,USA,
5503,1924,Swimming,M,100m Freestyle,Duke Kahanamoku,SILVER,Paris,France,United States,USA,
5504,1924,Swimming,M,100m Freestyle,Samuel Kahanamoku,BRONZE,Paris,France,United States,USA,
5505,1924,Swimming,F,100m Freestyle,Ethel Lackie,GOLD,Paris,France,United States,USA,
5506,1924,Swimming,F,100m Freestyle,Mariechen Wehselau,SILVER,Paris,France,United States,USA,
5507,1924,Swimming,F,100m Freestyle,Gertrude Ederle,BRONZE,Paris,France,United States,USA,
5508,1924,Swimming,M,400m Freestyle,Johnny Weissmuller,GOLD,Paris,France,United States,USA,
5509,1924,Swimming,M,400m Freestyle,Arne Borg,SILVER,Paris,France,Sweden,SWE,
5510,1924,Swimming,M,400m Freestyle,Andrew Charlton,BRONZE,Paris,France,Australia,AUS,
5511,1924,Swimming,F,400m Freestyle,Martha Norelius,GOLD,Paris,France,United States,USA,
5512,1924,Swimming,F,400m Freestyle,Helen Wainwright,SILVER,Paris,France,United States,USA,
5513,1924,Swimming,F,400m Freestyle,Gertrude Ederle,BRONZE,Paris,France,United States,USA,
5514,1924,Swimming,M,1500m Freestyle,Andrew Charlton,GOLD,Paris,France,Australia,AUS,
5515,1924,Swimming,M,1500m Freestyle,Arne Borg,SILVER,Paris,France,Sweden,SWE,
5516,1924,Swimming,M,1500m Freestyle,Frank Beaurepaire,BRONZE,Paris,France,Australia,AUS,
5517,1924,Swimming,M,100m Backstroke,Warren Kealoha,GOLD,Paris,France,United States,USA,
5518,1924,Swimming,M,100m Backstroke,Paul Wyatt,SILVER,Paris,France,United States,USA,
5519,1924,Swimming,M,100m Backstroke,Károly Bartha,BRONZE,Paris,France,Hungary,HUN,
5520,1924,Swimming,F,100m Backstroke,Sybil Bauer,GOLD,Paris,France,United States,USA,
5521,1924,Swimming,F,100m Backstroke,Phyllis Harding,SILVER,Paris,France,Great Britain,GBR,
5522,1924,Swimming,F,100m Backstroke,Aileen Riggin,BRONZE,Paris,France,United States,USA,
5523,1924,Swimming,M,200m Breaststroke,Robert Skelton,GOLD,Paris,France,United States,USA,
5524,1924,Swimming,M,200m Breaststroke,Joseph De Combe,SILVER,Paris,France,Belgium,BEL,
5525,1924,Swimming,M,200m Breaststroke,William Kirschbaum,BRONZE,Paris,France,United States,USA,
5526,1924,Swimming,F,200m Breaststroke,Lucy Morton,GOLD,Paris,France,Great Britain,GBR,
5527,1924,Swimming,F,200m Breaststroke,Agnes Geraghty,SILVER,Paris,France,United States,USA,
5528,1924,Swimming,F,200m Breaststroke,Gladys Carson,BRONZE,Paris,France,Great Britain,GBR,
5529,1924,Swimming,F,4x100m Freestyle Relay,Gertrude Ederle,GOLD,Paris,France,United States,USA,
5530,1924,Swimming,F,4x100m Freestyle Relay,Euphrasia Donnelly,GOLD,Paris,France,United States,USA,
5531,1924,Swimming,F,4x100m Freestyle Relay,Ethel Lackie,GOLD,Paris,France,United States,USA,
5532,1924,Swimming,F,4x100m Freestyle Relay,Mariechen Wehselau,GOLD,Paris,France,United States,USA,
5533,1924,Swimming,F,4x100m Freestyle Relay,Florence Barker,SILVER,Paris,France,Great Britain,GBR,
5534,1924,Swimming,F,4x100m Freestyle Relay,Constance Jeans,SILVER,Paris,France,Great Britain,GBR,
5535,1924,Swimming,F,4x100m Freestyle Relay,Grace McKenzie,SILVER,Paris,France,Great Britain,GBR,
5536,1924,Swimming,F,4x100m Freestyle Relay,Vera Tanner,SILVER,Paris,France,Great Britain,GBR,
5537,1924,Swimming,F,4x100m Freestyle Relay,Hjördis Töpel,BRONZE,Paris,France,Sweden,SWE,
5538,1924,Swimming,F,4x100m Freestyle Relay,Wivan Pettersson,BRONZE,Paris,France,Sweden,SWE,
5539,1924,Swimming,F,4x100m Freestyle Relay,Aina Berg,BRONZE,Paris,France,Sweden,SWE,
5540,1924,Swimming,F,4x100m Freestyle Relay,Gurli Everlund,BRONZE,Paris,France,Sweden,SWE,
5541,1924,Swimming,M,4x200m Freestyle Relay,Wallace O'Connor,GOLD,Paris,France,United States,USA,
5542,1924,Swimming,M,4x200m Freestyle Relay,Harrison Glancy,GOLD,Paris,France,United States,USA,
5543,1924,Swimming,M,4x200m Freestyle Relay,Ralph Breyer,GOLD,Paris,France,United States,USA,
5544,1924,Swimming,M,4x200m Freestyle Relay,Johnny Weissmuller,GOLD,Paris,France,United States,USA,
5545,1924,Swimming,M,4x200m Freestyle Relay,Dick Howell,GOLD,Paris,France,United States,USA,
5546,1924,Swimming,M,4x200m Freestyle Relay,Frank Beaurepaire,SILVER,Paris,France,Australia,AUS,
5547,1924,Swimming,M,4x200m Freestyle Relay,Ernest Henry,SILVER,Paris,France,Australia,AUS,
5548,1924,Swimming,M,4x200m Freestyle Relay,Andrew Charlton,SILVER,Paris,France,Australia,AUS,
5549,1924,Swimming,M,4x200m Freestyle Relay,Maurice Christie,SILVER,Paris,France,Australia,AUS,
5550,1924,Swimming,M,4x200m Freestyle Relay,Ivan Stedman,SILVER,Paris,France,Australia,AUS,
5551,1924,Swimming,M,4x200m Freestyle Relay,Arne Borg,BRONZE,Paris,France,Sweden,SWE,
5552,1924,Swimming,M,4x200m Freestyle Relay,Åke Borg,BRONZE,Paris,France,Sweden,SWE,
5553,1924,Swimming,M,4x200m Freestyle Relay,Orvar Trolle,BRONZE,Paris,France,Sweden,SWE,
5554,1924,Swimming,M,4x200m Freestyle Relay,Georg Werner,BRONZE,Paris,France,Sweden,SWE,
5555,1924,Swimming,M,4x200m Freestyle Relay,Thor Henning,BRONZE,Paris,France,Sweden,SWE,
5556,1924,Swimming,M,4x200m Freestyle Relay,Gosta Persson,BRONZE,Paris,France,Sweden,SWE,
5557,1924,Tennis,M,Singles,Vincent Richards,GOLD,Paris,France,United States,USA,
5558,1924,Tennis,M,Singles,Henri Cochet,SILVER,Paris,France,France,FRA,
5559,1924,Tennis,M,Singles,Umberto de Morpurgo,BRONZE,Paris,France,Italy,ITA,
5560,1924,Tennis,F,Singles,Helen Wills,GOLD,Paris,France,United States,USA,
5561,1924,Tennis,F,Singles,Diddie Vlasto,SILVER,Paris,France,France,FRA,
5562,1924,Tennis,F,Singles,Kitty McKane,BRONZE,Paris,France,Great Britain,GBR,
5563,1924,Tennis,M,Doubles,Vincent Richards,GOLD,Paris,France,United States,USA,
5564,1924,Tennis,M,Doubles,Frank Hunter,GOLD,Paris,France,United States,USA,
5565,1924,Tennis,M,Doubles,Henri Cochet,SILVER,Paris,France,France,FRA,
5566,1924,Tennis,M,Doubles,Jacques Brugnon,SILVER,Paris,France,France,FRA,
5567,1924,Tennis,M,Doubles,Jean Borotra,BRONZE,Paris,France,France,FRA,
5568,1924,Tennis,M,Doubles,René Lacoste,BRONZE,Paris,France,France,FRA,
5569,1924,Tennis,F,Doubles,Helen Wills,GOLD,Paris,France,United States,USA,
5570,1924,Tennis,F,Doubles,Hazel Wightman,GOLD,Paris,France,United States,USA,
5571,1924,Tennis,F,Doubles,Kitty McKane,SILVER,Paris,France,Great Britain,GBR,
5572,1924,Tennis,F,Doubles,Phyllis Covell,SILVER,Paris,France,Great Britain,GBR,
5573,1924,Tennis,F,Doubles,Evelyn Colyer,BRONZE,Paris,France,Great Britain,GBR,
5574,1924,Tennis,F,Doubles,Dorothy Shepherd-Barron,BRONZE,Paris,France,Great Britain,GBR,
5575,1924,Tennis,M,Mixed Doubles,Richard Williams,GOLD,Paris,France,United States,USA,
5576,1924,Tennis,F,Mixed Doubles,Hazel Wightman,GOLD,Paris,France,United States,USA,
5577,1924,Tennis,M,Mixed Doubles,Vincent Richards,SILVER,Paris,France,United States,USA,
5578,1924,Tennis,F,Mixed Doubles,Marion Jessup,SILVER,Paris,France,United States,USA,
5579,1924,Tennis,M,Mixed Doubles,Henk Timmer,BRONZE,Paris,France,Netherlands,NLD,
5580,1924,Tennis,F,Mixed Doubles,Kee Bouman,BRONZE,Paris,France,Netherlands,NLD,
5581,1924,Water Polo,M,Team,Henri Padou,GOLD,Paris,France,France,FRA,
5582,1924,Water Polo,M,Team,Georges Rigal,GOLD,Paris,France,France,FRA,
5583,1924,Water Polo,M,Team,Albert Mayaud,GOLD,Paris,France,France,FRA,
5584,1924,Water Polo,M,Team,Noël Delberghe,GOLD,Paris,France,France,FRA,
5585,1924,Water Polo,M,Team,Albert Deborgies,GOLD,Paris,France,France,FRA,
5586,1924,Water Polo,M,Team,Paul Dujardin,GOLD,Paris,France,France,FRA,
5587,1924,Water Polo,M,Team,Robert Desmettre,GOLD,Paris,France,France,FRA,
5588,1924,Water Polo,M,Team,Joseph De Combe,SILVER,Paris,France,Belgium,BEL,
5589,1924,Water Polo,M,Team,Gérard Blitz,SILVER,Paris,France,Belgium,BEL,
5590,1924,Water Polo,M,Team,Maurice Blitz,SILVER,Paris,France,Belgium,BEL,
5591,1924,Water Polo,M,Team,Joseph Cludts,SILVER,Paris,France,Belgium,BEL,
5592,1924,Water Polo,M,Team,Pierre Dewin,SILVER,Paris,France,Belgium,BEL,
5593,1924,Water Polo,M,Team,Albert Durant,SILVER,Paris,France,Belgium,BEL,
5594,1924,Water Polo,M,Team,Georges Fleurix,SILVER,Paris,France,Belgium,BEL,
5595,1924,Water Polo,M,Team,Paul Gailly,SILVER,Paris,France,Belgium,BEL,
5596,1924,Water Polo,M,Team,Pierre Vermetten,SILVER,Paris,France,Belgium,BEL,
5597,1924,Water Polo,M,Team,Joseph Pletinckx,SILVER,Paris,France,Belgium,BEL,
5598,1924,Water Polo,M,Team,Jules Thiry,SILVER,Paris,France,Belgium,BEL,
5599,1924,Water Polo,M,Team,Herbert Vollmer,BRONZE,Paris,France,United States,USA,
5600,1924,Water Polo,M,Team,Johnny Weissmuller,BRONZE,Paris,France,United States,USA,
5601,1924,Water Polo,M,Team,Frederick Lauer,BRONZE,Paris,France,United States,USA,
5602,1924,Water Polo,M,Team,Wallace O'Connor,BRONZE,Paris,France,United States,USA,
5603,1924,Water Polo,M,Team,John Norton,BRONZE,Paris,France,United States,USA,
5604,1924,Water Polo,M,Team,George Mitchell,BRONZE,Paris,France,United States,USA,
5605,1924,Water Polo,M,Team,George Schroth,BRONZE,Paris,France,United States,USA,
5606,1924,Water Polo,M,Team,Oliver Horn,BRONZE,Paris,France,United States,USA,
5607,1924,Water Polo,M,Team,Arthur Austin,BRONZE,Paris,France,United States,USA,
5608,1924,Weightlifting,M,Featherweight,Pierino Gabetti,GOLD,Paris,France,Italy,ITA,
5609,1924,Weightlifting,M,Featherweight,Andreas Stadler,SILVER,Paris,France,Austria,AUT,
5610,1924,Weightlifting,M,Featherweight,Arthur Reinmann,BRONZE,Paris,France,Switzerland,CHE,
5611,1924,Weightlifting,M,Lightweight,Edmond Decottignies,GOLD,Paris,France,France,FRA,
5612,1924,Weightlifting,M,Lightweight,Anton Zwerina,SILVER,Paris,France,Austria,AUT,
5613,1924,Weightlifting,M,Lightweight,Bohumil Durdis,BRONZE,Paris,France,Czechoslovakia,CZE,
5614,1924,Weightlifting,M,Middleweight,Carlo Galimberti,GOLD,Paris,France,Italy,ITA,
5615,1924,Weightlifting,M,Middleweight,Alfred Neuland,SILVER,Paris,France,Estonia,EST,
5616,1924,Weightlifting,M,Middleweight,Jaan Kikkas,BRONZE,Paris,France,Estonia,EST,
5617,1924,Weightlifting,M,Light Heavyweight,Charles Rigoulot,GOLD,Paris,France,France,FRA,
5618,1924,Weightlifting,M,Light Heavyweight,Fritz Hünenberger,SILVER,Paris,France,Switzerland,CHE,
5619,1924,Weightlifting,M,Light Heavyweight,Leopold Friedrich,BRONZE,Paris,France,Austria,AUT,
5620,1924,Weightlifting,M,Heavyweight,Giuseppe Tonani,GOLD,Paris,France,Italy,ITA,
5621,1924,Weightlifting,M,Heavyweight,Franz Aigner,SILVER,Paris,France,Austria,AUT,
5622,1924,Weightlifting,M,Heavyweight,Harald Tammer,BRONZE,Paris,France,Estonia,EST,
5623,1924,Wrestling,M,Freestyle Bantamweight,Kustaa Pihlajamäki,GOLD,Paris,France,Finland,FIN,
5624,1924,Wrestling,M,Freestyle Bantamweight,Kaarlo Mäkinen,SILVER,Paris,France,Finland,FIN,
5625,1924,Wrestling,M,Freestyle Bantamweight,Bryan Hines,BRONZE,Paris,France,United States,USA,
5626,1924,Wrestling,M,Freestyle Featherweight,Robin Reed,GOLD,Paris,France,United States,USA,
5627,1924,Wrestling,M,Freestyle Featherweight,Chester Newton,SILVER,Paris,France,United States,USA,
5628,1924,Wrestling,M,Freestyle Featherweight,Katsutoshi Naito,BRONZE,Paris,France,Japan,JPN,
5629,1924,Wrestling,M,Freestyle Lightweight,Russell Vis,GOLD,Paris,France,United States,USA,
5630,1924,Wrestling,M,Freestyle Lightweight,Volmar Wikström,SILVER,Paris,France,Finland,FIN,
5631,1924,Wrestling,M,Freestyle Lightweight,Arvo Haavisto,BRONZE,Paris,France,Finland,FIN,
5632,1924,Wrestling,M,Freestyle Welterweight,Hermann Gehri,GOLD,Paris,France,Switzerland,CHE,
5633,1924,Wrestling,M,Freestyle Welterweight,Eino Leino,SILVER,Paris,France,Finland,FIN,
5634,1924,Wrestling,M,Freestyle Welterweight,Otto Müller,BRONZE,Paris,France,Switzerland,CHE,
5635,1924,Wrestling,M,Freestyle Middleweight,Fritz Hagmann,GOLD,Paris,France,Switzerland,CHE,
5636,1924,Wrestling,M,Freestyle Middleweight,Pierre Ollivier,SILVER,Paris,France,Belgium,BEL,
5637,1924,Wrestling,M,Freestyle Middleweight,Vilho Pekkala,BRONZE,Paris,France,Finland,FIN,
5638,1924,Wrestling,M,Freestyle Light Heavyweight,John Spellman,GOLD,Paris,France,United States,USA,
5639,1924,Wrestling,M,Freestyle Heavyweight,Harry Steel,GOLD,Paris,France,United States,USA,
5640,1924,Wrestling,M,Freestyle Light Heavyweight,Rudolf Svensson,SILVER,Paris,France,Sweden,SWE,
5641,1924,Wrestling,M,Freestyle Light Heavyweight,Charles Courant,BRONZE,Paris,France,Switzerland,CHE,
5642,1924,Wrestling,M,Freestyle Heavyweight,Henri Wernli,SILVER,Paris,France,Switzerland,CHE,
5643,1924,Wrestling,M,Freestyle Heavyweight,Andrew McDonald,BRONZE,Paris,France,Great Britain,GBR,
5644,1924,Wrestling,M,Greco-Roman Bantamweight,Eduard Pütsep,GOLD,Paris,France,Estonia,EST,
5645,1924,Wrestling,M,Greco-Roman Bantamweight,Anselm Ahlfors,SILVER,Paris,France,Finland,FIN,
5646,1924,Wrestling,M,Greco-Roman Bantamweight,Väinö Ikonen,BRONZE,Paris,France,Finland,FIN,
5647,1924,Wrestling,M,Greco-Roman Featherweight,Kalle Anttila,GOLD,Paris,France,Finland,FIN,
5648,1924,Wrestling,M,Greco-Roman Featherweight,Aleksander Toivola,SILVER,Paris,France,Finland,FIN,
5649,1924,Wrestling,M,Greco-Roman Featherweight,Erik Malmberg,BRONZE,Paris,France,Sweden,SWE,
5650,1924,Wrestling,M,Greco-Roman Lightweight,Oskari Friman,GOLD,Paris,France,Finland,FIN,
5651,1924,Wrestling,M,Greco-Roman Lightweight,Lajos Keresztes,SILVER,Paris,France,Hungary,HUN,
5652,1924,Wrestling,M,Greco-Roman Lightweight,Källe Westerlund,BRONZE,Paris,France,Finland,FIN,
5653,1924,Wrestling,M,Greco-Roman Middleweight,Edvard Westerlund,GOLD,Paris,France,Finland,FIN,
5654,1924,Wrestling,M,Greco-Roman Middleweight,Arthur Lindfors,SILVER,Paris,France,Finland,FIN,
5655,1924,Wrestling,M,Greco-Roman Middleweight,Roman Steinberg,BRONZE,Paris,France,Estonia,EST,
5656,1924,Wrestling,M,Greco-Roman Light Heavyweight,Carl Westergren,GOLD,Paris,France,Sweden,SWE,
5657,1924,Wrestling,M,Greco-Roman Light Heavyweight,Rudolf Svensson,SILVER,Paris,France,Sweden,SWE,
5658,1924,Wrestling,M,Greco-Roman Light Heavyweight,Onni Pellinen,BRONZE,Paris,France,Finland,FIN,
5659,1924,Wrestling,M,Greco-Roman Heavyweight,Henri Deglane,GOLD,Paris,France,France,FRA,
5660,1924,Wrestling,M,Greco-Roman Heavyweight,Edil Rosenqvist,SILVER,Paris,France,Finland,FIN,
5661,1924,Wrestling,M,Greco-Roman Heavyweight,Rajmund Badó,BRONZE,Paris,France,Hungary,HUN,
5662,1928,Art Contests,M,Architectural Design,Jan Wils,GOLD,Amsterdam,Netherlands,Netherlands,NLD,
5663,1928,Art Contests,M,Architectural Design,Ejnar Rasmussen,SILVER,Amsterdam,Netherlands,Denmark,DNK,
5664,1928,Art Contests,M,Architectural Design,Jacques Lambert,BRONZE,Amsterdam,Netherlands,France,FRA,
5665,1928,Art Contests,M,Designs for Town Planning,Alfred Hensel,GOLD,Amsterdam,Netherlands,Germany,DEU,
5666,1928,Art Contests,M,Designs for Town Planning,Jacques Lambert,SILVER,Amsterdam,Netherlands,France,FRA,
5667,1928,Art Contests,M,Designs for Town Planning,Max Läuger,BRONZE,Amsterdam,Netherlands,Germany,DEU,
5668,1928,Art Contests,M,Drawings and Water-Colours,Jean Jacoby,GOLD,Amsterdam,Netherlands,Luxembourg,LUX,
5669,1928,Art Contests,M,Drawings and Water-Colours,Alexandre Virot,SILVER,Amsterdam,Netherlands,France,FRA,
5670,1928,Art Contests,M,Drawings and Water-Colours,Wladyslaw Skoczylas,BRONZE,Amsterdam,Netherlands,Poland,POL,
5671,1928,Art Contests,M,Graphic Art,William Nicholson,GOLD,Amsterdam,Netherlands,Great Britain,GBR,
5672,1928,Art Contests,M,Graphic Art,Carl Moos,SILVER,Amsterdam,Netherlands,Switzerland,CHE,
5673,1928,Art Contests,M,Graphic Art,Max Feldbauer,BRONZE,Amsterdam,Netherlands,Germany,DEU,
5674,1928,Art Contests,M,Literature Dramatic Works,Lauro de Bossis,SILVER,Amsterdam,Netherlands,Italy,ITA,
5675,1928,Art Contests,M,Literature Epic Works,Ferenc Mezö,GOLD,Amsterdam,Netherlands,Hungary,HUN,
5676,1928,Art Contests,M,Literature Epic Works,Ernst Weiß,SILVER,Amsterdam,Netherlands,Germany,DEU,
5677,1928,Art Contests,M,Literature Epic Works,Carel Scharten,BRONZE,Amsterdam,Netherlands,Netherlands,NLD,
5678,1928,Art Contests,F,Literature Epic Works,Margo Scharten-Antink,BRONZE,Amsterdam,Netherlands,Netherlands,NLD,
5679,1928,Art Contests,M,Lyrics,Kazimierz Wierzywski,GOLD,Amsterdam,Netherlands,Poland,POL,
5680,1928,Art Contests,M,Lyrics,Rudolf Binding,SILVER,Amsterdam,Netherlands,Germany,DEU,
5681,1928,Art Contests,M,Lyrics,Christian Weltzer,BRONZE,Amsterdam,Netherlands,Denmark,DNK,
5682,1928,Art Contests,M,Music: Composition for Orchestra,Rudolph Simonson,BRONZE,Amsterdam,Netherlands,Denmark,DNK,
5683,1928,Art Contests,M,Paintings,Isaäc Israëls,GOLD,Amsterdam,Netherlands,Netherlands,NLD,
5684,1928,Art Contests,F,Paintings,Laura Knight,SILVER,Amsterdam,Netherlands,Great Britain,GBR,
5685,1928,Art Contests,M,Paintings,Walther Klemm,BRONZE,Amsterdam,Netherlands,Germany,DEU,
5686,1928,Art Contests,M,Sculpture,Paul Landowski,GOLD,Amsterdam,Netherlands,France,FRA,
5687,1928,Art Contests,M,Sculpture,Milo Martin,SILVER,Amsterdam,Netherlands,Switzerland,CHE,
5688,1928,Art Contests,F,Sculpture,Renée Sintenis,BRONZE,Amsterdam,Netherlands,Germany,DEU,
5689,1928,Art Contests,M,Sculpture Medals,Edwin Grienauer,GOLD,Amsterdam,Netherlands,Austria,AUT,
5690,1928,Art Contests,M,Sculpture Medals,Christiaan van der Hoef,SILVER,Amsterdam,Netherlands,Netherlands,NLD,
